~id,~label,Name:String,HCPCS:String,NPI:Int,Fraud:String,Female:Int,tot_suplrs_standard_deviation:Double,tot_suplrs_mean:Double,tot_suplrs_sum:Double,tot_suplr_benes_standard_deviation:Double,tot_suplr_benes_mean:Double,tot_suplr_benes_sum:Double,tot_suplr_clms_standard_deviation:Double,tot_suplr_clms_mean:Double,tot_suplr_clms_sum:Double,tot_suplr_srvcs_standard_deviation:Double,tot_suplr_srvcs_mean:Double,tot_suplr_srvcs_sum:Double,avg_suplr_sbmtd_chrg_standard_deviation:Double,avg_suplr_sbmtd_chrg_mean:Double,avg_suplr_sbmtd_chrg_sum:Double,avg_suplr_mdcr_pymt_amt_standard_deviation:Double,avg_suplr_mdcr_pymt_amt_mean:Double,avg_suplr_mdcr_pymt_amt_sum:Double,bene_unique_cnt_mean:Double,bene_unique_cnt_sum:Double,bene_unique_cnt_standard_deviation:Double,line_svc_cnt_mean:Double,line_svc_cnt_sum:Double,line_svc_cnt_standard_deviation:Double,bene_day_srvc_cnt_mean:Double,bene_day_srvc_cnt_sum:Double,bene_day_srvc_cnt_standard_deviation:Double,average_submitted_chrg_amt_mean:Double,average_submitted_chrg_amt_sum:Double,average_submitted_chrg_amt_standard_deviation:Double,average_medicare_payment_amt_mean:Double,average_medicare_payment_amt_sum:Double,average_medicare_payment_amt_standard_deviation:Double,total_claim_count_mean:Double,total_claim_count_sum:Double,total_claim_count_standard_deviation:Double,total_30_day_fill_count_mean:Double,total_30_day_fill_count_sum:Double,total_30_day_fill_count_standard_deviation:Double,total_day_supply_mean:Double,total_day_supply_sum:Double,total_day_supply_standard_deviation:Double,total_drug_cost_mean:Double,total_drug_cost_sum:Double,total_drug_cost_standard_deviation:Double,bene_count_mean:Double,bene_count_sum:Double,bene_count_standard_deviation:Double
v3101,Provider,,,1528229473,NO,0,0.301029996,0.84509804,1.698970004,0,0.698970004,1.544068044,0.698970004,1.255272505,2.11058971,1.041392685,1.462397998,2.31386722,1.36152142,1.697690998,2.542789038,0.874612651,0.830163308,1.675261348,1.505149978,3.208441356,1.301029996,1.86332286,3.564192461,1.995635195,1.86332286,3.563955465,1.995635195,1.979833042,3.678803046,1.942341595,1.664526982,3.363496986,1.684404367,1.633468456,4.308009186,1.755874856,1.834417969,4.501870922,2.018207998,3.293141483,5.960754189,3.497896743,3.506860242,6.174313195,3.824688954,1.113943352,3.786254396,1.176091259
v3102,Provider,,,1528232907,NO,1,0,0,0.84509804,0,0.698970004,1.397940009,0,1.041392685,1.740362689,1.255272505,1.342422681,2.056904851,2.478504432,2.418528877,3.117498881,1.278370478,1.489606966,2.188576971,1.361727836,2.57863921,0.903089987,1.556302501,2.768638101,1.204119983,1.556302501,2.768638101,1.204119983,2.261114764,3.465234746,1.721075847,1.670516785,2.874636767,1.001281568,1.361727836,3.546048866,1.146128036,1.553149655,3.726335923,1.447944774,3.013258665,5.18659757,2.935507266,3.202581856,5.375768125,3.717332244,0.698970004,2.941014244,0.301029996
v3103,Provider,,,1528239951,NO,0,0,0.301029996,1.462397998,0,0.698970004,1.77815125,0.903089987,1.255272505,2.354108439,0.903089987,1.278753601,2.357934847,1.970905121,2.183288255,3.262469501,1.667206241,1.844496064,2.92367731,1.785329835,3.569958818,1.707570176,1.954242509,3.734639839,1.963787827,1.949390007,3.730540036,1.963787827,2.260605662,4.038756912,2.065446795,1.828085479,3.606236729,1.593837632,1.322219295,3.476686743,1.176091259,1.360789596,3.497510163,1.217273196,2.743509765,4.880573521,2.593286067,2.898426688,5.035147255,3.360471801,0.77815125,2.922725458,0.477121255
v3104,Provider,,,1528265097,NO,0,0.301029996,0.477121255,1.477121255,0,0.698970004,1.698970004,0.301029996,1.079181246,2.096910013,2.303196057,1.934498451,2.937517892,2.358686693,2.281675099,3.281675099,1.724375592,1.613729024,2.613729024,1.322219295,3.256958153,1,1.477121255,3.411282913,1.301029996,1.477121255,3.411282913,1.301029996,1.941316918,3.870735843,1.975097288,1.445113324,3.37453225,1.523792602,1.380211242,3.870169721,1.204119983,1.564772554,4.041893809,1.487297188,3.029383778,5.506848544,2.966610987,2.932304496,5.40942575,3.245497588,0.77815125,3.276691529,0.477121255
v3105,Provider,,,1528289832,NO,1,0,0.477121255,2.164352856,0.301029996,0.698970004,2.44870632,1.51851394,1.602059991,3.283527365,3.719165494,3.203304916,4.875472201,2.883143272,2.630463058,4.302560916,2.184012289,1.922956639,3.595054497,1.897627091,3.589391023,2.045322979,2.004321374,3.695744275,2.11058971,2.004321374,3.694868328,2.11058971,2.274154015,3.964350095,2.20500107,1.78179937,3.47199545,1.71215768,1.69019608,3.373095987,1.755874856,1.774988108,3.456229346,1.778448751,3.24674471,4.928211443,3.256958153,5.254149744,6.935390981,5.636410754,0.903089987,2.625312451,0.77815125
v3106,Provider,,,1528308228,NO,1,0.477121255,0.477121255,0.84509804,0.954242509,1.397940009,1.698970004,0.954242509,1.397940009,1.698970004,0.954242509,1.397940009,1.698970004,1.409040041,2.123866947,2.424896943,1.677152176,1.920999672,2.222029668,1.505149978,3.272769587,1.431363764,1.643452676,3.401400541,1.707570176,1.531478917,3.298634783,1.477121255,2.347438055,4.103312911,2.591908041,1.586071893,3.341946748,1.498808216,1.763427994,3.437274797,1.949390007,1.772852076,3.444949934,1.952541448,2.835690571,4.508219879,2.998259338,3.20135092,4.873448778,3.523946574,1.716003344,3.390935107,1.924279286
v3107,Provider,,,1528320132,NO,1,0.477121255,0.698970004,2.257678575,0.602059991,0.903089987,2.457881897,1.176091259,1.414973348,2.965671971,2.614897216,2.303196057,3.847942639,2.272065307,1.99805173,3.542119775,1.696391404,1.400426889,2.944494933,1.672097858,3.818423855,1.681241237,1.908485019,4.052963129,2.037426498,1.880813592,4.029302594,2.037426498,1.868738778,4.011753578,1.869636144,1.490349423,3.633364223,1.562789082,1.531478917,4.276415845,1.462397998,1.835799345,4.569798632,1.836417677,3.297979244,6.032007579,3.32159843,3.333378046,6.067377333,3.643128527,1.041392685,3.793999801,1
v3108,Provider,,,1528331832,NO,1,0,0.301029996,0.301029996,0,0.698970004,0.698970004,0,1.113943352,1.113943352,0,3.043755127,3.043755127,0,1.478060947,1.478060947,0,0.617990375,0.617990375,1.662757832,2.902002891,1.681241237,1.913813852,3.148910993,2.068185862,1.913813852,3.148910993,2.068185862,2.315723447,3.546172368,1.993379941,1.622643121,2.853092042,1.334462326,1.278753601,2.870988814,0.954242509,1.29299404,2.884058647,0.979087393,2.614897216,4.206475062,2.334453751,3.451004104,5.042068711,3.79035207,0.84509804,2.45331834,0.698970004
v3109,Provider,,,1528338142,NO,1,0,0,0.477121255,0,0.698970004,1,0,1.041392685,1.342422681,2.872738827,2.731588765,3.032618761,2.200979757,2.051839198,2.352869194,1.721317447,1.571216796,1.872246792,1.785329835,2.961421094,1.531478917,1.880813592,3.058426024,1.662757832,1.880813592,3.058426024,1.662757832,1.95445481,3.130546069,1.537588283,1.494985972,2.671077231,1.116349681,1.361727836,3.62283548,1.176091259,1.684464982,3.932438248,1.589455438,3.14082218,5.389027797,3.083860801,2.777686528,5.025659794,3.080373376,0.954242509,3.233757363,0.77815125
v3110,Provider,,,1528353323,NO,1,0,0,1.322219295,0,0.698970004,1.977723605,1.176091259,1.505149978,2.796574333,2.328379603,2.361727836,3.640580806,2.280765474,2.234889745,3.513643346,1.926730709,1.757348473,3.036102074,1.342422681,2.260071388,0.903089987,1.477121255,2.382017043,1.176091259,1.477121255,2.382017043,1.176091259,1.667655942,2.570745929,1.435907184,0.881006411,1.784096397,0.667015095,1.301029996,3.408409578,0.903089987,1.514641126,3.621851096,1.271602052,2.980457892,5.087972976,2.756636108,3.046838558,5.154048528,3.390697423,0.698970004,2.854913022,0.301029996
v3111,Provider,,,1528356367,NO,0,0.77815125,0.903089987,1.763427994,1.079181246,1.278753601,2.127104798,1.491361694,1.698970004,2.544068044,2.559906625,2.523746467,3.369030222,2.306743286,2.027332754,2.872430794,2.020522796,1.710151016,2.555249056,1.785329835,3.783403281,1.707570176,1.944482672,3.938319543,1.929418926,1.944482672,3.938069186,1.929418926,1.926016312,3.917242388,1.797198107,1.341525185,3.33275126,1.220408072,1.698970004,4.222456337,1.716003344,1.883117621,4.398991465,1.925577324,3.352375495,5.868429295,3.399154334,4.25615772,6.772031563,4.454029368,1.079181246,3.614580867,1.079181246
v3112,Provider,,,1528369592,NO,0,0,0,0,0,0.698970004,0.698970004,0,1.414973348,1.414973348,0,1.414973348,1.414973348,0,2.202597286,2.202597286,0,1.854198565,1.854198565,1.612783857,3.097951071,1.643452676,1.939519253,3.420120848,2.093421685,1.770852012,3.253095586,1.857332496,2.486563226,3.96368448,2.393748688,2.006595355,3.483716609,2.169868602,1.740362689,2.741939078,1.672097858,1.771587481,2.771587481,1.725662051,3.186391216,4.186532565,3.240798771,2.939111224,3.939111224,2.970200953,1.477121255,2.480006943,1.397940009
v3113,Provider,,,1528390259,YES,0,0.653212514,0.698970004,2.091666958,0.875061263,0.977723605,2.341434525,1.290034611,1.431363764,2.795532443,2.938519725,2.446381812,3.787531316,1.960790966,1.921020004,3.254889,1.441022937,1.379230837,2.7320226,1.919078092,3.67669361,1.963787827,2.152288344,3.90891374,2.392696953,2.149219113,3.906604372,2.392696953,2.048451032,3.804325888,2.053542909,1.732495087,3.488369943,1.72055332,1.591064607,4.104964846,1.69019608,1.702504768,4.214388129,1.796433225,3.16613397,5.678078399,3.266936911,3.172016768,5.683900129,3.431808699,1.113943352,3.630122643,1.255272505
v3114,Provider,,,1528417631,NO,1,0.477121255,0.698970004,1.799340549,0.602059991,0.77815125,1.913813852,0.954242509,1.278753601,2.372912003,3.151982395,2.848804701,3.928395852,2.324167024,2.109361968,3.188543214,1.491978229,1.310581944,2.38976319,1.740362689,3.108565024,1.897627091,2.025305865,3.390405156,2.338456494,1.995635195,3.360593414,2.338456494,1.9220325,3.283760336,1.922586181,1.612372728,2.974100564,1.617939118,1.681241237,4.343349502,1.740362689,1.826678805,4.48849149,1.917097835,3.272537777,5.934413604,3.394276527,3.584713865,6.246526551,3.890734662,1.146128036,3.815312044,1.176091259
v3115,Provider,,,1528482254,NO,1,0,0.301029996,0.903089987,0,0.698970004,1.301029996,0.301029996,1.146128036,1.770852012,0.301029996,1.176091259,1.799340549,2.384220933,2.498967378,3.10102737,1.604382327,1.756454965,2.358514957,1.544068044,2.72427587,1.204119983,1.698970004,2.87909588,1.380211242,1.698970004,2.87909588,1.380211242,2.173751148,3.349842407,2.033236111,1.557295453,2.733386712,1.349058245,1.230448921,2.775974331,0.84509804,1.537459282,3.081527326,1.403938668,3.004751156,4.548978725,2.892651034,2.298157274,3.842225318,2.327923383,0.698970004,2.29666519,0.301029996
v3116,Provider,,,1538101142,NO,0,0,0,0.301029996,0,0.698970004,1,0,1.079181246,1.380211242,0,1.079181246,1.380211242,2.48617345,2.481313611,2.782343607,1.682408851,1.704729476,2.005759472,1.491361694,2.617000341,1.397940009,1.531478917,2.657055853,1.414973348,1.531478917,2.657055853,1.414973348,2.502635262,3.616578615,2.210824694,1.937189068,3.05113242,1.582397781,1.113943352,2.089905111,0.477121255,1.288795539,2.243038049,0.964141014,2.752816431,3.707314634,2.46686762,3.013991933,3.968234442,3.178936098,0.698970004,1.653212514,0
v3117,Provider,,,1538115621,NO,0,0,0.301029996,1.301029996,0.602059991,0.903089987,1.908485019,1.544068044,1.612783857,2.615950052,1.544068044,1.612783857,2.617000341,2.973218621,2.654346855,3.654346855,2.419945802,2.075021145,3.075021145,2.068185862,3.430075056,1.991226076,2.235528447,3.597914471,2.28780173,2.227886705,3.591843411,2.290034611,2.700120976,4.061848813,2.611202852,1.917799803,3.279527639,1.666318827,1.342422681,2.912222057,0.954242509,1.352078171,2.920279895,0.965604513,2.515873844,4.084218687,2.414973348,2.611537015,4.179738739,3.080806971,1.322219295,2.895974732,0.954242509
v3118,Provider,,,1538127519,NO,1,0.602059991,0.77815125,2.399673721,0.698970004,0.903089987,2.525044807,1.176091259,1.431363764,3.016197354,3.001300933,2.437750563,4.017700971,2.102582899,1.874387036,3.454170633,1.606204137,1.344164871,2.923948468,1.819543936,4.201397124,1.716003344,2.004321374,4.386837708,1.919078092,1.977723605,4.362350508,1.924279286,1.872374511,4.252585753,1.995163651,1.437128808,3.81734005,1.565926645,1.633468456,4.557410949,1.69019608,1.84754896,4.768193962,1.970600628,3.315550534,6.236281497,3.449786847,3.235451142,6.156096143,3.470934885,1,3.937718444,1
v3119,Provider,,,1538127717,NO,0,0,0.301029996,1.146128036,0,0.698970004,1.477121255,0.698970004,1.322219295,2.10720997,2.547774705,2.382017043,3.161667412,2.530381207,2.519447058,3.297598308,2.238906731,2.137761948,2.915913199,1.897627091,3.446381812,2.093421685,2.096910013,3.644241586,2.320146286,2.089905111,3.636487896,2.311753861,2.489228617,4.033296661,2.378124471,1.90146768,3.445535724,1.78505009,1.556302501,3.343605508,1.531478917,1.65145279,3.436782625,1.56247705,3.126131407,4.911578377,3.039414119,5.172553134,6.957882969,5.426488572,0.84509804,2.64246452,0.602059991
v3120,Provider,,,1538134002,NO,0,0.477121255,0.602059991,2.785329835,0.84509804,1,3.194236749,1.431363764,1.505149978,3.681512587,3.197831693,2.670245853,4.840758301,2.129542299,2.003379636,4.173641352,1.558286462,1.368971931,3.539233646,1.880813592,4.365525422,1.897627091,2.252853031,4.739097446,2.589949601,2.08278537,4.569584567,2.201397124,1.926735366,4.411035205,2.0217683,1.495458883,3.979758722,1.617622222,1.826074803,4.966174597,2.012837225,1.957789509,5.095776242,2.192846234,3.402261382,6.540365143,3.656577291,3.467426927,6.60541366,3.771288457,1.146128036,4.296489682,1.301029996
v3121,Provider,,,1538136353,YES,0,0.301029996,0.477121255,2.045322979,0.301029996,0.698970004,2.23299611,1.041392685,1.278753601,2.791690649,2.771587481,2.630427875,4.122379732,1.796142372,1.467250408,2.958612102,1.206816631,0.913308557,2.404670251,2.264817823,4.522274656,2.397940009,3.641969598,5.897244854,4.568764768,2.703291378,4.959318107,2.931966115,2.366535611,4.621808116,2.743908386,1.909701896,4.164974401,2.181049611,1.72427587,4.349432952,1.939519253,1.898238214,4.519414496,2.046418826,3.352568386,5.973744668,3.51600623,3.704455774,6.325632056,4.085803687,1.230448921,3.853576544,1.342422681
v3122,Provider,,,1538161328,NO,1,0,0,0,0,0.698970004,0.698970004,0,1.079181246,1.079181246,0,1.079181246,1.079181246,0,2.655244113,2.655244113,0,2.466819445,2.466819445,1.113943352,1.431363764,0,1.146128036,1.462397998,0.301029996,1.146128036,1.462397998,0.301029996,2.214843848,2.515873844,0,1.75868485,2.059714846,0,1.079181246,1.380211242,0,1.079181246,1.380211242,0.150514998,2.556302501,2.857332496,1.62324929,3.37072861,3.671758606,3.465063694,0.698970004,1,0
v3123,Provider,,,1538165469,NO,0,0,0.301029996,0.77815125,0,0.698970004,1.176091259,0,1.113943352,1.602059991,1.278753601,1.397940009,1.880813592,1.841370653,2.007304346,2.4844256,1.393642323,1.479214002,1.956335257,1.982271233,3.365300749,2.10720997,2.158362492,3.538950562,2.342422681,2.1430148,3.525563058,2.340444115,2.303059449,3.683270691,2.275141263,1.952650942,3.332862183,1.970236433,1.770852012,3.577261954,1.86332286,2.156928756,3.956269306,2.281421575,3.632659713,5.432016324,3.75868485,3.707652932,5.506993481,4.023228162,1.230448921,3.037824751,1.322219295
v3124,Provider,,,1538165675,NO,0,0,0,1.462397998,0,0.698970004,1.977723605,0.77815125,1.204119983,2.485721426,2.895422546,2.69019608,3.96964884,2.253096445,2.10898129,3.38773489,1.82728385,1.622006428,2.900760029,2,4.185457157,2.152288344,3.245265839,5.430099254,3.929623252,2.380211242,4.566531766,2.606381365,2.102528093,4.287219524,2.269984801,1.547689377,3.732380808,1.670167455,1.380211242,3.559667278,1.146128036,1.466252108,3.633569443,1.235293625,2.861534411,5.029367542,2.687528961,4.699586483,6.866903818,5.105432242,0.903089987,3.113609151,0.84509804
v3125,Provider,,,1538166657,NO,0,0,0.301029996,1.982271233,0,0.698970004,2.217483944,0.77815125,1.230448921,2.752816431,3.225309282,2.997386384,4.516112111,0.9113963,1.097219006,2.615732946,0.442892472,0.645357108,2.163871048,1.763427994,3.863976784,1.886490725,2.69019608,4.787743772,3.415140352,1.934498451,4.035509785,2.11058971,2.315474037,4.41238405,2.294815375,1.703542492,3.800452505,1.645170991,1.763427994,3.910517686,1.875061263,1.984758704,4.13088674,2.168150192,3.428620673,5.574848131,3.65195607,3.747644986,5.893773021,4.300198159,1.301029996,3.461048092,1.301029996
v3126,Provider,,,1538167994,NO,0,0.301029996,0.698970004,1.176091259,0,0.698970004,1.176091259,1.204119983,1.361727836,1.84509804,1.414973348,1.62324929,2.100370545,2.188566078,2.203685166,2.680806421,1.596020645,1.606534945,2.0836562,2.06069784,3.768933942,2.324282455,2.396199347,4.103974669,2.773054693,2.385606274,4.094331349,2.773786445,2.723872444,4.43144262,2.795568902,2.116388726,3.823958902,2.206935097,1.880813592,3.647089429,1.986771734,2.15220924,3.915637234,2.269837983,3.624797579,5.388282416,3.74296067,3.811737247,5.57516524,4.291831161,1.301029996,3.068556895,1.414973348
v3127,Provider,,,1538168968,NO,0,0,0.301029996,2.222716471,0.77815125,0.903089987,2.703291378,1.380211242,1.477121255,3.254548077,3.226084116,2.619093331,4.382971081,2.118248597,2.134371382,3.897799376,1.435829817,1.463498741,3.226926735,1.954242509,3.974603792,1.944482672,2.139879086,4.158935142,2.227886705,2.139879086,4.158874898,2.227886705,2.353640869,4.370674208,2.012716629,1.933304519,3.950337859,1.570063694,1.832508913,4.772189638,2.012837225,1.834763802,4.7727829,2.016634849,3.156851901,6.095108302,3.337858429,3.480019325,6.418038422,3.87752036,1.041392685,4.005395032,1.113943352
v3128,Provider,,,1538179536,NO,0,0.602059991,0.602059991,2.725094521,0.954242509,1,3.121887985,1.414973348,1.477121255,3.608312043,3.365300749,2.903089987,5.020721664,2.114719475,1.902486318,4.019757613,1.661100364,1.443941089,3.561212384,1.301029996,2.549003262,0.77815125,1.477121255,2.713490543,1.113943352,1.447158031,2.688419822,1.079181246,2.055054454,3.285503376,1.986050039,1.590328815,2.820777737,1.57747088,1.924279286,5.081505728,2.149219113,2.034179261,5.189515298,2.225109103,3.490520309,6.645961069,3.689486448,3.979900602,7.135236639,4.649936091,1.230448921,4.402948829,1.380211242
v3129,Provider,,,1538182456,NO,1,0.903089987,0.903089987,2.551449998,1,1.041392685,2.707570176,1.361727836,1.462397998,3.109240969,2.73239376,2.181843588,3.827627705,2.273553601,2.049916831,3.693369508,1.664147868,1.447852299,3.091304976,1.812913357,3.645815118,1.886490725,2.068185862,3.903903527,2.220108088,2.056904851,3.892651034,2.222716471,1.80560536,3.638114272,1.660267103,1.390509679,3.223018592,1.348171748,1.579783597,4.46423611,1.681241237,1.724064106,4.597384708,1.843858945,3.176958981,6.050442788,3.322839273,3.232617906,6.105938508,3.506704739,0.903089987,3.804548308,0.903089987
v3130,Provider,,,1538186127,YES,0,1.176091259,0.977723605,2.699837726,1.759667845,1.556302501,3.255393126,2.123851641,1.903089987,3.602005701,2.869818208,2.681241237,4.37546242,2.243482883,2.032640394,3.732352176,1.8090068,1.544644647,3.23829054,2.117271296,4.423213096,2.264817823,2.31386722,4.617252033,2.5774918,2.294466226,4.599293428,2.572871602,2.209726314,4.512922371,2.223670436,1.813061987,4.116258045,1.831749951,1.748188027,4.755691956,1.924279286,2.101391423,5.105282589,2.320333086,3.569958818,6.573922623,3.798581595,3.749814799,6.753705965,4.061823568,1.255272505,4.267945726,1.397940009
v3131,Provider,,,1538187265,NO,1,0,0,0.477121255,0,0.698970004,1.176091259,0.903089987,1.322219295,1.799340549,0.903089987,1.322219295,1.806179974,0,1.602059991,2.079181246,0,1.052739803,1.529861057,2.06069784,3.443106457,1.86923172,2.079181246,3.461648568,1.892094603,2.079181246,3.461648568,1.892094603,1.845127775,3.225339017,1.325466249,1.534435241,2.914646482,1.114845357,1.431363764,3.383456297,1.230448921,1.44056921,3.385051882,1.248010221,2.354108439,4.299441921,2.1430148,2.516585098,4.46106777,2.590246447,1.397940009,3.349471799,1.255272505
v3132,Provider,,,1538190012,NO,0,0,0,0,0,0.698970004,0.698970004,0,1.342422681,1.342422681,0,1.342422681,1.342422681,0,1.643901096,1.643901096,0,0.816994107,0.816994107,1.748188027,3.721480855,1.698970004,2.079181246,4.050379756,2.181843588,1.799340549,3.773201142,1.799340549,1.859246705,3.827729654,2.049792775,1.396432713,3.364915661,1.513023218,1.414973348,3.355834496,1.204119983,1.442203001,3.371621927,1.194228475,2.460897843,4.390528869,2.301029996,2.516486377,4.445905303,2.458329221,1.361727836,3.302763708,1.204119983
v3133,Provider,,,1538191770,NO,0,1.113943352,1,2.190331698,1.176091259,1.146128036,2.336459734,1.653212514,1.544068044,2.720159303,3.270911639,2.736396502,3.912700208,2.224967729,2.046983035,3.223074294,1.578865416,1.371647653,2.547738912,1.968482949,3.525174428,1.991226076,2.190331698,3.74733411,2.356025857,2.190331698,3.74694541,2.354108439,2.112506178,3.668808678,2.179082716,1.457967089,3.01426959,1.627388728,1.763427994,4.226419449,1.934498451,2.018592851,4.474958884,2.248899072,3.481155871,5.937533438,3.724930914,3.417211558,5.873577591,3.633786155,1.176091259,3.655618584,1.322219295
v3134,Provider,,,1538198221,NO,0,0.903089987,0.77815125,2.595496222,0.954242509,0.954242509,2.770115295,1.414973348,1.462397998,3.249198357,2.725094521,2.290034611,4.075437462,2.310254539,2.173901037,3.959230872,1.460282813,1.367569809,3.152899644,1.826074803,3.804888745,1.903089987,2.123851641,4.104726044,2.315970345,2.123851641,4.103221992,2.315970345,2.221507299,4.199230904,2.13377139,1.713977848,3.691701453,1.646995933,1.755874856,4.827175348,1.86923172,1.955247034,5.026023497,2.149237258,3.413969972,6.484762508,3.624385241,3.493169428,6.563945891,3.798670643,1.146128036,4.242292905,1.255272505
v3135,Provider,,,1538215264,NO,1,0.602059991,0.77815125,1.880813592,0.477121255,0.77815125,1.875061263,0.698970004,1.230448921,2.285557309,1.414973348,1.568201724,2.610660163,2.712413969,2.494924334,3.536317019,2.549914057,2.109446896,3.150839581,1.857332496,3.438858659,1.84509804,2.139879086,3.721893016,2.392696953,2.139879086,3.721810615,2.392696953,2.119574084,3.69935768,2.03630121,1.746672646,3.326456243,1.689828534,1.544068044,4.120639728,1.633468456,1.867134706,4.437677646,2.002347895,3.335658452,5.906327498,3.480868924,3.279366557,5.849909497,3.492642024,1,3.605412798,1.079181246
v3136,Provider,,,1538225610,NO,1,0.301029996,0.477121255,2.626340367,0.77815125,0.903089987,3.049218023,1.602059991,1.544068044,3.665299499,2.833147112,2.285557309,4.403017514,2.154174242,2.086919261,4.204190557,1.615207741,1.568975005,3.686246301,2.340444115,3.90960951,2.274157849,2.745855195,4.314562378,2.867467488,2.745855195,4.314562378,2.867467488,2.036334259,3.604535983,1.73316517,1.665431241,3.233632965,1.376229537,1.77815125,4.814760187,1.963787827,1.903974555,4.940204099,2.13353536,3.335658452,6.372030559,3.597695186,3.316150741,6.352380286,3.565387655,1.146128036,4.203712641,1.301029996
v3137,Provider,,,1538226758,NO,0,0.301029996,0.477121255,2.271841607,0.698970004,0.903089987,2.64738297,1.322219295,1.447158031,3.197280558,3.02489596,2.595496222,4.336819829,2.259939868,2.164392235,3.904754925,1.570636799,1.500507377,3.240870067,1.447158031,3.086003706,1.462397998,1.505149978,3.145196406,1.568201724,1.491361694,3.135132651,1.531478917,2.314330798,3.947799254,2.145700337,1.722359796,3.355828252,1.530512765,1.748188027,4.517618107,1.880813592,1.90923245,4.677870552,2.09377505,3.352761192,6.121499439,3.562173863,3.40218863,6.170826732,3.753988069,1.113943352,3.90156729,1.204119983
v3138,Provider,,,1538234679,NO,1,0,0.301029996,0.84509804,0.698970004,1.041392685,1.531478917,0.77815125,1.278753601,1.755874856,3.037824751,3.097604329,3.574956776,0.758081071,0.562548001,1.039669255,0.557759399,0.363090064,0.840211318,1.531478917,3.044931546,1.531478917,1.612783857,3.121559844,1.62324929,1.612783857,3.121559844,1.62324929,2.35021183,3.855361808,2.144064937,1.663819802,3.168969781,1.35907883,1.204119983,2.220108088,0.602059991,1.285782274,2.285782274,1.053387918,2.580924976,3.580924976,2.646403726,2.506693051,3.506693051,2.209777282,1.204119983,2.204119983,0.602059991
v3139,Provider,,,1538236674,NO,0,0,0.301029996,0.903089987,0,0.698970004,1.301029996,0.698970004,1.230448921,1.84509804,1.86332286,1.740362689,2.342422681,3.318872018,3.11064267,3.712702662,2.364078486,2.205003785,2.807063776,1.491361694,2.668385917,1.301029996,1.838849091,3.016615548,1.799340549,1.819543936,2.999565488,1.812913357,2.236052835,3.412144094,1.935833406,1.718489986,2.894581245,1.479830992,1.230448921,1.707570176,0.698970004,1.230448921,1.707570176,0.698970004,2.340444115,2.818885415,2.093421685,2.355259906,2.83238116,1.998922358,1.176091259,1.653212514,0.301029996
v3140,Provider,,,1538237482,YES,0,0.477121255,0.602059991,1.973127854,0.477121255,0.903089987,2.206825876,0.903089987,1.342422681,2.649334859,1.51851394,1.653212514,2.963315511,1.203450153,1.415783806,2.716813801,0.759534741,0.690052029,1.991082024,1.903089987,4.041234731,1.770852012,2.079181246,4.213650548,2.089905111,2.053078443,4.188140699,2.08278537,2.187318733,4.320857641,2.121959691,1.700654727,3.834193635,1.667028772,1.579783597,4.073094865,1.62324929,1.650633369,4.137771745,1.660278684,3.105169428,5.59243215,3.12515583,3.016502008,5.503640383,3.393013433,1,3.517855419,1.079181246
v3141,Provider,,,1538260187,NO,0,0.477121255,0.602059991,2.549003262,0.77815125,0.84509804,2.820201459,1.146128036,1.361727836,3.29380436,2.725911632,2.173186268,4.093211492,2.250363286,2.088598781,4.007676874,1.757829177,1.550047859,3.469125951,1.903089987,4.100129203,2.06069784,2.173186268,4.369141613,2.414973348,2.167317335,4.363762359,2.414973348,1.833735887,4.029635539,1.731111456,1.585089782,3.780989434,1.636062635,1.770852012,4.788408793,1.908485019,2.057495379,5.072855134,2.267161084,3.51851394,6.533981277,3.745933158,3.371501975,6.386861731,3.598655734,1.230448921,4.263683401,1.342422681
v3142,Provider,,,1538296496,NO,1,0,0,0.602059991,0,0.698970004,1.176091259,0.77815125,1.230448921,1.707570176,0.77815125,1.230448921,1.707570176,1.94041632,2.396780343,2.873901598,1.843687539,1.70172824,2.178849494,1.602059991,2.952792443,1.591064607,1.934498451,3.281260687,1.973127854,1.69019608,3.035429738,1.792391689,1.715166695,3.057589376,1.757816434,1.258438207,2.600860888,1.375001712,1.342422681,3.256958153,1.079181246,1.413844387,3.316934374,1.15589725,2.768638101,4.671829806,2.644438589,2.866586958,4.769676945,3.122097927,0.954242509,2.886490725,0.903089987
v3143,Provider,,,1538302393,NO,0,0.602059991,0.602059991,2.161368002,0.698970004,0.77815125,2.334453751,1.176091259,1.342422681,2.845718018,3.064457989,2.7084209,4.20054956,1.93515995,1.759487664,3.250849357,1.476827213,1.273729923,2.765091617,1.763427994,3.41313205,1.770852012,1.913813852,3.561578368,2.004321374,1.903089987,3.548020695,2.008600172,2.004781397,3.648234074,1.96185457,1.562623608,3.206076285,1.518541915,1.556302501,4.030194785,1.612783857,1.840808088,4.307675709,1.965010089,3.310268367,5.777288319,3.442793226,3.393351709,5.860219329,3.592823081,1,3.502973059,1.079181246
